2017-03-23,[14.666666666666664-28.0],[41.5-76.0],[1.625-9.666666666666664],[1005.375-1019.8235294117646],aaaab,Group: 0
2017-02-12,[14.666666666666664-28.0],[41.5-76.0],[1.625-9.666666666666664],[1005.375-1019.8235294117646],aaaab,Group: 0
2017-01-05,[14.666666666666664-28.0],[41.5-76.0],[1.625-9.666666666666664],[1005.375-1019.8235294117646],aaaab,Group: 0
2017-02-20,[14.666666666666664-28.0],[41.5-76.0],[1.625-9.666666666666664],[1005.375-1019.8235294117646],aaaab,Group: 0
2017-03-07,[14.666666666666664-28.0],[41.5-76.0],[1.625-9.666666666666664],[1005.375-1019.8235294117646],aaaab,Group: 0
2017-03-04,[14.666666666666664-28.0],[41.5-76.0],[1.625-9.666666666666664],[1005.375-1019.8235294117646],aaaab,Group: 0
2017-03-12,[14.666666666666664-28.0],[41.5-76.0],[1.625-9.666666666666664],[1005.375-1019.8235294117646],aaaab,Group: 0
2017-03-01,[14.666666666666664-28.0],[41.5-76.0],[1.625-9.666666666666664],[1005.375-1019.8235294117646],aaaab,Group: 0
2017-01-04,[14.666666666666664-28.0],[41.5-76.0],[1.625-9.666666666666664],[1005.375-1019.8235294117646],aaaab,Group: 0
2017-03-11,[14.666666666666664-28.0],[41.5-76.0],[1.625-9.666666666666664],[1005.375-1019.8235294117646],aaaab,Group: 0
2017-02-10,[14.666666666666664-28.0],[41.5-76.0],[1.625-9.666666666666664],[1005.375-1019.8235294117646],aaaab,Group: 0
2017-02-09,[14.666666666666664-28.0],[41.5-76.0],[1.625-9.666666666666664],[1005.375-1019.8235294117646],aaaab,Group: 0
2017-01-23,[14.666666666666664-28.0],[41.5-76.0],[1.625-9.666666666666664],[1005.375-1019.8235294117646],aaaab,Group: 0
2017-02-22,[14.666666666666664-28.0],[41.5-76.0],[1.625-9.666666666666664],[1005.375-1019.8235294117646],aaaab,Group: 0
2017-03-06,[14.666666666666664-28.0],[41.5-76.0],[1.625-9.666666666666664],[1005.375-1019.8235294117646],aaaab,Group: 0
2017-02-17,[11.0-21.3],[64.4-91.64285714285714],[5.276-10.38],[1014.4-1022.809523809524],aaaab,Group: 1
2017-01-16,[11.0-21.3],[64.4-91.64285714285714],[5.276-10.38],[1014.4-1022.809523809524],aaaab,Group: 1
2017-01-29,[11.0-21.3],[64.4-91.64285714285714],[5.276-10.38],[1014.4-1022.809523809524],aaaab,Group: 1
2017-01-19,[11.0-21.3],[64.4-91.64285714285714],[5.276-10.38],[1014.4-1022.809523809524],aaaab,Group: 1
2017-01-28,[11.0-21.3],[64.4-91.64285714285714],[5.276-10.38],[1014.4-1022.809523809524],aaaab,Group: 1
2017-01-13,[11.0-21.3],[64.4-91.64285714285714],[5.276-10.38],[1014.4-1022.809523809524],aaaab,Group: 1
2017-01-22,[11.0-21.3],[64.4-91.64285714285714],[5.276-10.38],[1014.4-1022.809523809524],aaaab,Group: 1
2017-01-10,[11.0-21.3],[64.4-91.64285714285714],[5.276-10.38],[1014.4-1022.809523809524],aaaab,Group: 1
2017-01-14,[11.0-21.3],[64.4-91.64285714285714],[5.276-10.38],[1014.4-1022.809523809524],aaaab,Group: 1
2017-01-18,[11.0-21.3],[64.4-91.64285714285714],[5.276-10.38],[1014.4-1022.809523809524],aaaab,Group: 1
2017-01-26,[11.0-21.3],[64.4-91.64285714285714],[5.276-10.38],[1014.4-1022.809523809524],aaaab,Group: 1
2017-01-12,[11.0-21.3],[64.4-91.64285714285714],[5.276-10.38],[1014.4-1022.809523809524],aaaab,Group: 1
2017-02-04,[11.0-21.3],[64.4-91.64285714285714],[5.276-10.38],[1014.4-1022.809523809524],aaaab,Group: 1
2017-01-11,[11.0-21.3],[64.4-91.64285714285714],[5.276-10.38],[1014.4-1022.809523809524],aaaab,Group: 1
2017-01-17,[11.0-21.3],[64.4-91.64285714285714],[5.276-10.38],[1014.4-1022.809523809524],aaaab,Group: 1
2017-02-15,[17.444444444444443-34.0],[27.33333333333333-79.31818181818181],[5.557142857142856-11.928571428571427],[1003.1111111111113-1020.5714285714287],aaaab,Group: 2
2017-04-18,[17.444444444444443-34.0],[27.33333333333333-79.31818181818181],[5.557142857142856-11.928571428571427],[1003.1111111111113-1020.5714285714287],aaaab,Group: 2
